iter	Accuracy	Logloss
881	0.8624272919	0.3790908188
882	0.8625711354	0.3789961642
883	0.8624302408	0.3788667074
884	0.8625021626	0.3786290148
885	0.8627883751	0.3784666132
886	0.8629307441	0.37835723
887	0.8628573479	0.3782902733
888	0.8632874039	0.3781490558
889	0.8637879072	0.3780563411
890	0.864002198	0.3779817608
891	0.864144567	0.3779068324
892	0.8643588577	0.3777407767
893	0.8645027012	0.3775844182
894	0.8645027012	0.3774481964
895	0.8647125686	0.3772200902
896	0.8644263561	0.3771053341
897	0.8647125686	0.3769403268
898	0.8648564121	0.3768995769
899	0.8645701996	0.3768102283
900	0.8642135398	0.3765819763
901	0.864429305	0.3765506756
902	0.8642854615	0.3764907075
903	0.8644278305	0.3764190499
904	0.8645701996	0.376275887
905	0.8644997523	0.3760979751
906	0.8646435958	0.3760118102
907	0.8649283338	0.3758460644
908	0.8646421213	0.3756128145
909	0.8647859648	0.375529784
910	0.8652864681	0.375412436
911	0.8652160208	0.3753866552
912	0.8649298083	0.3752775146
913	0.8649298083	0.3752574563
914	0.8652864681	0.3750997645
915	0.8654288371	0.3750310082
916	0.8650721773	0.3748457889
917	0.8651440991	0.3747459232
918	0.8655037078	0.374609135
919	0.8655741551	0.3744297541
920	0.8655007589	0.3742690432
921	0.8661436312	0.3740505699
922	0.8666456089	0.373773388
923	0.8665751617	0.3736137035
924	0.8665017654	0.3734328357
925	0.867072716	0.3732754928
926	0.867072716	0.373226302
927	0.8671431633	0.3731224105
928	0.8675012975	0.3730235388
929	0.8674293758	0.3729923355
930	0.8673589285	0.3728402274
931	0.8677155883	0.3727044003
932	0.8680722481	0.3724258529
933	0.8687151204	0.3722351791
934	0.8683555117	0.3721158876
935	0.8682146171	0.3718278193
936	0.8683584606	0.3717221645
937	0.8682160916	0.3715456583
938	0.8687870422	0.3712573953
939	0.869570809	0.3711542282
940	0.869570809	0.3710236177
941	0.8700727868	0.3708190073
942	0.8700742613	0.3707171541
943	0.870430921	0.3704806351
944	0.870430921	0.3704728733
945	0.8705747645	0.3704127166
946	0.8702210537	0.3702254432
947	0.8708654005	0.3700608328
948	0.8707200825	0.3698478905
949	0.8707905298	0.3695137848
950	0.870718608	0.3694629261
951	0.8710767423	0.3692887633
952	0.8710033461	0.3690995615
953	0.871006295	0.3688373316
954	0.871293982	0.3687076594
955	0.8714378255	0.3686561658
956	0.8715801946	0.3684839479
957	0.8720806978	0.368315092
958	0.8720792234	0.3681263612
959	0.8722949886	0.3679114819
960	0.8725092794	0.3678501406
961	0.8728644647	0.3677244533
962	0.8728659392	0.3675664068
963	0.8728659392	0.3675015941
964	0.8728659392	0.3672899496
965	0.8730802299	0.3670002915
966	0.8735822077	0.3667660415
967	0.873652655	0.3666650348
968	0.874079762	0.3665283077
969	0.8741531583	0.3663901049
970	0.8744393708	0.3663459123
971	0.87422508	0.3661918697
972	0.8744408453	0.3657242027
973	0.8742984762	0.3656347134
974	0.8745098181	0.3654987653
975	0.8747945561	0.3654216263
976	0.8744378963	0.3652366358
977	0.874367449	0.3651520902
978	0.8743659746	0.3650282966
979	0.8750792941	0.3648816545
980	0.8752950594	0.3647839547
981	0.8754359539	0.364639316
982	0.8755078757	0.3645192239
983	0.8755783229	0.364213892
984	0.8762270932	0.3638639411
985	0.87687144	0.3635981812
986	0.8770872052	0.3634406664
987	0.8770167579	0.3633027312
988	0.877013809	0.3631113536
989	0.8767995182	0.3630337554
990	0.877156178	0.3628691616
991	0.8772280997	0.3628239667
992	0.8770857307	0.362754009
993	0.8766571492	0.3625752033
994	0.876583753	0.3624143507
995	0.8763724111	0.3622365897
996	0.8765867019	0.362076343
997	0.8768009927	0.3618535394
998	0.8769448362	0.3616652294
999	0.8774468139	0.361512561
